experiment_id,run_id,config_id,query_id,video_id,generated_answer,reference_answer,source_chunk_ids,source_timestamps,source_evidence,generator_provider,generator_model,prompt_version,temperature,seed,generation_error,bleu1,token_f1,bertscore_f1
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q031,vid_007,"The image provided does not contain enough information to determine the exact number of carbon atoms in a single human hair. However, we can infer from the transcripts that a single human hair is about as thick as 500,000 carbon atoms stacked over each other. To estimate the thickness of one human hair, we would need additional context or information not provided in these chunks.","About 500,000 carbon atoms.","[0,1,2,18,32]","[[0.0,5.0],[4.0,9.0],[8.0,13.0],[72.0,77.0],[128.0,133.0]]","[{""chunk_id"":0,""start"":0.0,""end"":5.0,""text"":""Atoms are ridiculous and unbelievably small. A single human hair is about as thick as 500,000 carbon atoms stacked over each other."",""frame_path"":""frames/vid_007/chunk_0000_63f1e459ed4e.jpg""},{""chunk_id"":1,""start"":4.0,""end"":9.0,""text"":""A single human hair is about as thick as 500,000 carbon atoms stacked over each other."",""frame_path"":""frames/vid_007/chunk_0001_30dd817b5508.jpg""},{""chunk_id"":2,""start"":8.0,""end"":13.0,""text"":""A single human hair is about as thick as 500,000 carbon atoms stacked over each other. Look at your fist. It contains trillions and trillions of atoms."",""frame_path"":""frames/vid_007/chunk_0002_c27dfd0bcc2c.jpg""},{""chunk_id"":18,""start"":72.0,""end"":77.0,""text"":""An atom consists of three elementary particles. Neutrons, protons, and electrons."",""frame_path"":""frames/vid_007/chunk_0018_799155e2d5fb.jpg""},{""chunk_id"":32,""start"":128.0,""end"":133.0,""text"":""99.99999999999999999% of an atom's volume is just empty space. Except that it isn't."",""frame_path"":""frames/vid_007/chunk_0032_5639f567ba41.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.075758,0.140845,0.868677
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q032,vid_007,"The image provided does not show a human fist or any other objects for scale. Therefore, I cannot provide an answer to this question based on the available information.",The fist would be about the size of Earth.,"[2,3,4,16,32]","[[8.0,13.0],[12.0,17.0],[16.0,21.0],[64.0,69.0],[128.0,133.0]]","[{""chunk_id"":2,""start"":8.0,""end"":13.0,""text"":""A single human hair is about as thick as 500,000 carbon atoms stacked over each other. Look at your fist. It contains trillions and trillions of atoms."",""frame_path"":""frames/vid_007/chunk_0002_c27dfd0bcc2c.jpg""},{""chunk_id"":3,""start"":12.0,""end"":17.0,""text"":""Look at your fist. It contains trillions and trillions of atoms. If one atom in it were about as big as a marble, how big would your fist be?"",""frame_path"":""frames/vid_007/chunk_0003_0105ef56a0e1.jpg""},{""chunk_id"":4,""start"":16.0,""end"":21.0,""text"":""If one atom in it were about as big as a marble, how big would your fist be? Well, about the size of earth."",""frame_path"":""frames/vid_007/chunk_0004_1e512aed0514.jpg""},{""chunk_id"":16,""start"":64.0,""end"":69.0,""text"":""This is roughly how small atoms are. What is an atom made of? Let us just pretend that atoms look like this for a minute to make it easier to understand."",""frame_path"":""frames/vid_007/chunk_0016_49da5c5f611e.jpg""},{""chunk_id"":32,""start"":128.0,""end"":133.0,""text"":""99.99999999999999999% of an atom's volume is just empty space. Except that it isn't."",""frame_path"":""frames/vid_007/chunk_0032_5639f567ba41.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.103448,0.157895,0.860524
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q033,vid_007,"The image shows a simplified representation of an atom with three colored circles representing electrons orbiting around a central area, which is likely meant to represent the nucleus or core of the atom. According to the transcript provided, the three elementary particles in an atom are protons, neutrons, and electrons. Protons and neutrons form the core of the atom, as stated in Chunk 3. Therefore, the two particles that form the core of the atom are protons and neutrons. The image does not show any protons or neutrons; it only shows the electrons orbiting around the nucleus.","The atom contains protons, neutrons, and electrons; protons and neutrons bind together in the core.","[17,18,19,27,32]","[[68.0,73.0],[72.0,77.0],[76.0,81.0],[108.0,113.0],[128.0,133.0]]","[{""chunk_id"":17,""start"":68.0,""end"":73.0,""text"":""What is an atom made of? Let us just pretend that atoms look like this for a minute to make it easier to understand. An atom consists of three elementary particles."",""frame_path"":""frames/vid_007/chunk_0017_3a10e3da0a60.jpg""},{""chunk_id"":18,""start"":72.0,""end"":77.0,""text"":""An atom consists of three elementary particles. Neutrons, protons, and electrons."",""frame_path"":""frames/vid_007/chunk_0018_799155e2d5fb.jpg""},{""chunk_id"":19,""start"":76.0,""end"":81.0,""text"":""Neutrons, protons, and electrons. Protons and neutrons bind together and form the atom core."",""frame_path"":""frames/vid_007/chunk_0019_991e4f0d4a28.jpg""},{""chunk_id"":27,""start"":108.0,""end"":113.0,""text"":""Electrons orbit the atom core. They travel at a speed of about 2,200 kilometers per second."",""frame_path"":""frames/vid_007/chunk_0027_cd15e6fc5136.jpg""},{""chunk_id"":32,""start"":128.0,""end"":133.0,""text"":""99.99999999999999999% of an atom's volume is just empty space. Except that it isn't."",""frame_path"":""frames/vid_007/chunk_0032_5639f567ba41.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.123711,0.214286,0.889063
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q034,vid_007,"The transcript states that electrons travel at a speed of about 2,200 kilometers per second. To calculate how quickly this speed could circle Earth, we need to know the circumference of Earth.

The Earth's equatorial circumference is approximately 40,075 kilometers. If we divide the speed of electrons by the Earth's circumference, we can determine how many seconds it would take for an electron to travel around the Earth:

2,200 km/s / 40,075 km = approximately 0.05 seconds per kilometer.

To find out how long it would take for an electron to travel around the Earth at this speed, we multiply the time per kilometer by the Earth's circumference:

0.05 s/km * 40,075 km = approximately 20 seconds.

So, according to the transcript, electrons are said to travel at a speed of about 2,200 kilometers per second, and it would take approximately 20 seconds for an electron to circle around the Earth.","About 2,200 km/s, fast enough to circle Earth in just over 18 seconds.","[27,29,37,46,50]","[[108.0,113.0],[116.0,121.0],[148.0,153.0],[184.0,189.0],[200.0,205.0]]","[{""chunk_id"":27,""start"":108.0,""end"":113.0,""text"":""Electrons orbit the atom core. They travel at a speed of about 2,200 kilometers per second."",""frame_path"":""frames/vid_007/chunk_0027_cd15e6fc5136.jpg""},{""chunk_id"":29,""start"":116.0,""end"":121.0,""text"":""Fast enough to get around the Earth in just over 18 seconds. Like quarks, we think electrons are fundamental particles."",""frame_path"":""frames/vid_007/chunk_0029_a70fd9c608ae.jpg""},{""chunk_id"":37,""start"":148.0,""end"":153.0,""text"":""but that's a topic for another video. How much space do the core and electrons actually fill?"",""frame_path"":""frames/vid_007/chunk_0037_36f297498ab0.jpg""},{""chunk_id"":46,""start"":184.0,""end"":189.0,""text"":""Electrons are like a wave function and a particle at the same time. We can calculate where an electron might be at any given moment in time."",""frame_path"":""frames/vid_007/chunk_0046_a9104f0a9b79.jpg""},{""chunk_id"":50,""start"":200.0,""end"":205.0,""text"":""The probability of finding an electron approaches zero, the further we get away from the atom core. But it actually never is zero, which means that in theory, the electron of an atom could be on the other side of the universe."",""frame_path"":""frames/vid_007/chunk_0050_85ce50c6140f.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.056250,0.102857,0.844255
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q035,vid_007,"The image provided does not show the Empire State Building or any other structures that could be compared in size to an atom. It only contains text and a graphic representation of an atom with electrons orbiting it. Therefore, I cannot provide a size comparison between the Empire State Building and an atom based on this image.",The remaining atomic cores would occupy about the size of a grain of rice.,"[31,32,37,38,39]","[[124.0,129.0],[128.0,133.0],[148.0,153.0],[152.0,157.0],[156.0,161.0]]","[{""chunk_id"":31,""start"":124.0,""end"":129.0,""text"":""99.99999999999999999% of an atom's volume is just empty space."",""frame_path"":""frames/vid_007/chunk_0031_35f04276523c.jpg""},{""chunk_id"":32,""start"":128.0,""end"":133.0,""text"":""99.99999999999999999% of an atom's volume is just empty space. Except that it isn't."",""frame_path"":""frames/vid_007/chunk_0032_5639f567ba41.jpg""},{""chunk_id"":37,""start"":148.0,""end"":153.0,""text"":""but that's a topic for another video. How much space do the core and electrons actually fill?"",""frame_path"":""frames/vid_007/chunk_0037_36f297498ab0.jpg""},{""chunk_id"":38,""start"":152.0,""end"":157.0,""text"":""How much space do the core and electrons actually fill? If you were to subtract all the spaces between the atom cores from the Empire State Building,"",""frame_path"":""frames/vid_007/chunk_0038_9ad0d7445dcc.jpg""},{""chunk_id"":39,""start"":156.0,""end"":161.0,""text"":""If you were to subtract all the spaces between the atom cores from the Empire State Building, it would be about as big as a rice corn."",""frame_path"":""frames/vid_007/chunk_0039_8da7fbb8e023.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.087719,0.140845,0.843873
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q036,vid_008,"Based on the information provided in the chunks, the average adult human is between 55% and 60% water. A newborn baby is even wetter than an average adult human, which means they are likely to be above 60% water at birth. However, without more specific information about the age of the newborn or the environmental factors that might affect hydration levels, it's not possible to determine the exact percentage of water in a newborn baby. The chunks do not provide enough information to answer this question definitively.","An average adult is about 55–60% water, while a newborn baby is about 75% water.","[4,5,6,52,53]","[[16.0,21.0],[20.0,25.0],[24.0,29.0],[208.0,213.0],[212.0,217.0]]","[{""chunk_id"":4,""start"":16.0,""end"":21.0,""text"":""Depending on factors like location, fat index, age, and sex, the average human is between 55 and 60% water."",""frame_path"":""frames/vid_008/chunk_0004_c2996dc84486.jpg""},{""chunk_id"":5,""start"":20.0,""end"":25.0,""text"":""Depending on factors like location, fat index, age, and sex, the average human is between 55 and 60% water. At birth, human babies are even wetter."",""frame_path"":""frames/vid_008/chunk_0005_bdabd77aa5de.jpg""},{""chunk_id"":6,""start"":24.0,""end"":29.0,""text"":""55 and 60% water. At birth, human babies are even wetter. Being 75% water, they are swimmingly similar to fish."",""frame_path"":""frames/vid_008/chunk_0006_73b15f2e43db.jpg""},{""chunk_id"":52,""start"":208.0,""end"":213.0,""text"":""Now the consensus is that the amount of water we need to imbibe depends largely on our weight and environment."",""frame_path"":""frames/vid_008/chunk_0052_cb2931962630.jpg""},{""chunk_id"":53,""start"":212.0,""end"":217.0,""text"":""weight and environment. The recommended daily intake varies from between 2.5 to 3.7 liters of water for men and"",""frame_path"":""frames/vid_008/chunk_0053_ca77baeb5863.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.147727,0.250000,0.895083
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q037,vid_008,"The image provided does not contain any text or visual elements that directly compare the water content in different organs or food items. It appears to be a slide from a presentation or lecture discussing the importance of water in various aspects of life, including our bodies and the environment. However, it does mention that adults' brain and heart are almost three-quarters water, and lungs are more similar to an apple at 83%. This suggests that the speaker is emphasizing the high water content in these organs and tissues, but there is no direct comparison between different organs or food items.","The brain and heart are almost three-quarters water (like a banana), lungs are about 83% (like an apple), and bones are about 31% water.","[0,1,2,13,18]","[[0.0,5.0],[4.0,9.0],[8.0,13.0],[52.0,57.0],[72.0,77.0]]","[{""chunk_id"":0,""start"":0.0,""end"":5.0,""text"":""Water is virtually everywhere, from soil, moisture, and ice caps to the cells inside our"",""frame_path"":""frames/vid_008/chunk_0000_2c5e8251383a.jpg""},{""chunk_id"":1,""start"":4.0,""end"":9.0,""text"":""Water is virtually everywhere, from soil, moisture, and ice caps to the cells inside our"",""frame_path"":""frames/vid_008/chunk_0001_51b0c04e71b1.jpg""},{""chunk_id"":2,""start"":8.0,""end"":13.0,""text"":""Water is virtually everywhere, from soil, moisture, and ice caps to the cells inside our own bodies."",""frame_path"":""frames/vid_008/chunk_0002_95ee822b619e.jpg""},{""chunk_id"":13,""start"":52.0,""end"":57.0,""text"":""and to nourish the brain and spinal cord. Water isn't only in our blood, and adults' brain and heart are almost three-quarters water."",""frame_path"":""frames/vid_008/chunk_0013_17ad5ec8cea1.jpg""},{""chunk_id"":18,""start"":72.0,""end"":77.0,""text"":""Lungs are more similar to an apple at 83%, and even seemingly dry human bones are 31% water. If we are essentially made of water and surrounded by water, why do we still need to drink"",""frame_path"":""frames/vid_008/chunk_0018_e306f592d464.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.166667,0.267717,0.877656
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q038,vid_008,"The image you've provided appears to be a humorous or educational meme that discusses the importance of water in the human body. It mentions that water plays a crucial role in cushioning and lubricating joints, regulating temperature, and maintaining weight and environment.

The text on the meme suggests that the recommended daily intake for men is between 2.5 to 3.7 liters of water, while for women it's about 2 to 2.7 liters. The meme also mentions that fruits and vegetables like strawberries, cucumbers, and broccoli are over 90% water, which can be a source of hydration in addition to drinking water directly.

Regarding the antidiuretic hormone (ADH), it is responsible for helping the body respond to low water levels by conserving water in the body. ADH is produced by the hypothalamus and released from the pituitary gland into the bloodstream. When the body's water content decreases, the ADH level increases, signaling the kidneys to reabsorb more water from the urine, thus conserving water in the body. This helps maintain a balance of fluids within the body and prevents dehydration.","It acts on the kidneys to create aquaporin channels, allowing the blood to absorb and retain more water and producing concentrated, dark urine.","[10,53,54,57,61]","[[40.0,45.0],[212.0,217.0],[216.0,221.0],[228.0,233.0],[244.0,249.0]]","[{""chunk_id"":10,""start"":40.0,""end"":45.0,""text"":""So what role does water play in our bodies? And how much do we actually need to drink to stay healthy? The H2O in our bodies works to cushion and lubricate joints, regulate temperature,"",""frame_path"":""frames/vid_008/chunk_0010_68161e7672d4.jpg""},{""chunk_id"":53,""start"":212.0,""end"":217.0,""text"":""weight and environment. The recommended daily intake varies from between 2.5 to 3.7 liters of water for men and"",""frame_path"":""frames/vid_008/chunk_0053_ca77baeb5863.jpg""},{""chunk_id"":54,""start"":216.0,""end"":221.0,""text"":""The recommended daily intake varies from between 2.5 to 3.7 liters of water for men and about 2 to 2.7 liters for women, a range that is pushed up or down if we are healthy,"",""frame_path"":""frames/vid_008/chunk_0054_92e009af3faf.jpg""},{""chunk_id"":57,""start"":228.0,""end"":233.0,""text"":""active, old, or overheating. While water is the healthiest hydrator, other beverages, even those with caffeine like"",""frame_path"":""frames/vid_008/chunk_0057_75beee8fae9a.jpg""},{""chunk_id"":61,""start"":244.0,""end"":249.0,""text"":""Fruits and vegetables like strawberries, cucumbers, and even broccoli are over 90% water, and can"",""frame_path"":""frames/vid_008/chunk_0061_9e5cb0390932.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.064865,0.115385,0.832562
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q039,vid_008,"Severe over-hydration, also known as hyponatremia, can become dangerous due to several factors. Hyponatremia occurs when the concentration of sodium in the blood is too low, which can lead to a variety of symptoms and health issues.

Increased water intake without adequate sodium balance can cause an imbalance in electrolytes, leading to a dilution of the blood. This dilution can result in a decrease in blood pressure, which may be severe enough to cause fainting or even cardiovascular collapse. Additionally, hyponatremia can lead to symptoms such as nausea, vomiting, seizures, confusion, and even coma.

In extreme cases, if left untreated, hyponatremia can result in permanent neurological damage or even death. It is crucial for individuals to maintain a balance between water intake and sodium levels to avoid such dangerous situations.","Sodium becomes diluted and cells swell; if the kidneys cannot keep up, water intoxication can cause headache, vomiting, seizures, or death.","[24,31,32,36,38]","[[96.0,101.0],[124.0,129.0],[128.0,133.0],[144.0,149.0],[152.0,157.0]]","[{""chunk_id"":24,""start"":96.0,""end"":101.0,""text"":""Maintaining a balanced water level is essential to avoid dehydration or over-hydration, both of which can have devastating effects on overall health."",""frame_path"":""frames/vid_008/chunk_0024_ee5f3ca7b3c5.jpg""},{""chunk_id"":31,""start"":124.0,""end"":129.0,""text"":""Increased dehydration can cause notable drops in energy, mood, skin moisture, and blood"",""frame_path"":""frames/vid_008/chunk_0031_e41ec1c70be3.jpg""},{""chunk_id"":32,""start"":128.0,""end"":133.0,""text"":""Increased dehydration can cause notable drops in energy, mood, skin moisture, and blood pressure, as well as signs of cognitive impairment."",""frame_path"":""frames/vid_008/chunk_0032_27134772f2a3.jpg""},{""chunk_id"":36,""start"":144.0,""end"":149.0,""text"":""Over-hydration or hyponatremia is usually caused by over-consumption of water in a short"",""frame_path"":""frames/vid_008/chunk_0036_1dd7bad2ca66.jpg""},{""chunk_id"":38,""start"":152.0,""end"":157.0,""text"":""Athletes are often the victims of over-hydration because of complications in regulating water levels in extreme physical conditions."",""frame_path"":""frames/vid_008/chunk_0038_398c456b8d01.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.083969,0.144737,0.860736
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q040,vid_008,"The image shows two different ranges for daily water intake for men and women. For men, the recommended daily intake is between 2.5 to 3.7 liters of water. For women, it's about 2 to 2.7 liters. These ranges are based on factors like location, fat index, age, and sex, as well as environmental conditions.","About 2.5–3.7 liters for men and 2.0–2.7 liters for women, adjusted for health, activity, age, and heat.","[4,31,53,54,59]","[[16.0,21.0],[124.0,129.0],[212.0,217.0],[216.0,221.0],[236.0,241.0]]","[{""chunk_id"":4,""start"":16.0,""end"":21.0,""text"":""Depending on factors like location, fat index, age, and sex, the average human is between 55 and 60% water."",""frame_path"":""frames/vid_008/chunk_0004_c2996dc84486.jpg""},{""chunk_id"":31,""start"":124.0,""end"":129.0,""text"":""Increased dehydration can cause notable drops in energy, mood, skin moisture, and blood"",""frame_path"":""frames/vid_008/chunk_0031_e41ec1c70be3.jpg""},{""chunk_id"":53,""start"":212.0,""end"":217.0,""text"":""weight and environment. The recommended daily intake varies from between 2.5 to 3.7 liters of water for men and"",""frame_path"":""frames/vid_008/chunk_0053_ca77baeb5863.jpg""},{""chunk_id"":54,""start"":216.0,""end"":221.0,""text"":""The recommended daily intake varies from between 2.5 to 3.7 liters of water for men and about 2 to 2.7 liters for women, a range that is pushed up or down if we are healthy,"",""frame_path"":""frames/vid_008/chunk_0054_92e009af3faf.jpg""},{""chunk_id"":59,""start"":236.0,""end"":241.0,""text"":""coffee or tea, replenish fluids as well. The water within food makes up about a fifth of our daily H2O intake."",""frame_path"":""frames/vid_008/chunk_0059_58c2217db509.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.310345,0.444444,0.899289
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q041,vid_009,"The Artemis program aims for two long-term goals beyond just returning to the Moon: creating a long-term human presence on and around the Moon, and preparing for ever more complex human missions to Mars.",Artemis aims to create a long-term human presence on and around the Moon and prepare for more complex human missions to Mars.,"[4,5,6,8,9]","[[16.0,21.0],[20.0,25.0],[24.0,29.0],[32.0,37.0],[36.0,41.0]]","[{""chunk_id"":4,""start"":16.0,""end"":21.0,""text"":""NASA's next chapter of lunar exploration called Artemis has the task of not just going to the moon to create a long-term human presence on and around it, but also to prepare for ever more complex human missions to Mars."",""frame_path"":""frames/vid_009/chunk_0004_8949c4649c71.jpg""},{""chunk_id"":5,""start"":20.0,""end"":25.0,""text"":""NASA's next chapter of lunar exploration called Artemis has the task of not just going to the moon to create a long-term human presence on and around it, but also to prepare for ever more complex human missions to Mars."",""frame_path"":""frames/vid_009/chunk_0005_42b5f3eed499.jpg""},{""chunk_id"":6,""start"":24.0,""end"":29.0,""text"":""NASA's next chapter of lunar exploration called Artemis has the task of not just going to the moon to create a long-term human presence on and around it, but also to prepare for ever more complex human missions to Mars. In short, everything we must be able to do here. We must first do here."",""frame_path"":""frames/vid_009/chunk_0006_a074a47ed49f.jpg""},{""chunk_id"":8,""start"":32.0,""end"":37.0,""text"":""In short, everything we must be able to do here. We must first do here. So what will an Artemis mission look like?"",""frame_path"":""frames/vid_009/chunk_0008_34dc7fd296f2.jpg""},{""chunk_id"":9,""start"":36.0,""end"":41.0,""text"":""So what will an Artemis mission look like? Everything is designed and tested with our most important element in mind, the astronauts."",""frame_path"":""frames/vid_009/chunk_0009_f44941781383.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.583333,0.711864,0.955275
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q042,vid_009,"The image provided does not contain enough information to determine the specific parts or components of the Orion spacecraft. It only shows a general depiction of a spacecraft with astronauts inside, but without more context or details, it is not possible to identify the three labeled sections that make up the Orion spacecraft.","The crew module, service module, and launch abort system.","[10,11,66,67,70]","[[40.0,45.0],[44.0,49.0],[264.0,269.0],[268.0,273.0],[280.0,285.0]]","[{""chunk_id"":10,""start"":40.0,""end"":45.0,""text"":""Everything is designed and tested with our most important element in mind, the astronauts. This is their deep space, human-rated spacecraft called Orion, built in three parts."",""frame_path"":""frames/vid_009/chunk_0010_29fe344e284b.jpg""},{""chunk_id"":11,""start"":44.0,""end"":49.0,""text"":""This is their deep space, human-rated spacecraft called Orion, built in three parts."",""frame_path"":""frames/vid_009/chunk_0011_e8ba71042021.jpg""},{""chunk_id"":66,""start"":264.0,""end"":269.0,""text"":""Once back aboard the Orion spacecraft and undocked from Gateway, the crew fire their engine wants to break out of the halo orbit, and once again to sling the spacecraft around the moon, placing it on a multi-day trajectory back towards Earth."",""frame_path"":""frames/vid_009/chunk_0066_52bdff94d9d2.jpg""},{""chunk_id"":67,""start"":268.0,""end"":273.0,""text"":""Once back aboard the Orion spacecraft and undocked from Gateway, the crew fire their engine wants to break out of the halo orbit, and once again to sling the spacecraft around the moon, placing it on a multi-day trajectory back towards Earth."",""frame_path"":""frames/vid_009/chunk_0067_f63809d3ba10.jpg""},{""chunk_id"":70,""start"":280.0,""end"":285.0,""text"":""As they mirror the end of this journey, the service module is released, and the crew module is oriented heat shield first. Entering Earth's atmosphere at 25,000 miles per hour, the friction of air slows Orion considerably, while also subjecting it to temperatures of 5,000 degrees."",""frame_path"":""frames/vid_009/chunk_0070_c1b4f2e94ccd.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.018868,0.032258,0.854629
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q043,vid_009,"The image shows a diagram of the Space Launch System (SLS) with various components labeled. From top to bottom, the visible labels on the diagram are:

- Cargo Hold
- Exploration Upper Stage
- Massive Core Stage
- Two Extended Solid Rocket Boosters

The text in the image also mentions a ""massive core stage"" and ""two extended solid rocket boosters,"" which aligns with the components labeled on the diagram.","A cargo hold, Exploration Upper Stage, massive core stage, and two extended solid rocket boosters.","[16,17,18,19,20]","[[64.0,69.0],[68.0,73.0],[72.0,77.0],[76.0,81.0],[80.0,85.0]]","[{""chunk_id"":16,""start"":64.0,""end"":69.0,""text"":""To accomplish the task of launching our crew in heavy payloads, NASA is building the space launch system, comprising of a cargo hold, an exploration upper stage, a massive core stage, and two extended solid rocket boosters."",""frame_path"":""frames/vid_009/chunk_0016_a77cafcbb2d1.jpg""},{""chunk_id"":17,""start"":68.0,""end"":73.0,""text"":""To accomplish the task of launching our crew in heavy payloads, NASA is building the space launch system, comprising of a cargo hold, an exploration upper stage, a massive core stage, and two extended solid rocket boosters."",""frame_path"":""frames/vid_009/chunk_0017_2c0b85b6f1eb.jpg""},{""chunk_id"":18,""start"":72.0,""end"":77.0,""text"":""To accomplish the task of launching our crew in heavy payloads, NASA is building the space launch system, comprising of a cargo hold, an exploration upper stage, a massive core stage, and two extended solid rocket boosters."",""frame_path"":""frames/vid_009/chunk_0018_87047f6b8f6c.jpg""},{""chunk_id"":19,""start"":76.0,""end"":81.0,""text"":""To accomplish the task of launching our crew in heavy payloads, NASA is building the space launch system, comprising of a cargo hold, an exploration upper stage, a massive core stage, and two extended solid rocket boosters. Altogether, this is the world's most powerful rocket, and it exceeds the legendary Saturn V of the Apollo era in numerous ways."",""frame_path"":""frames/vid_009/chunk_0019_57ec8b9352ec.jpg""},{""chunk_id"":20,""start"":80.0,""end"":85.0,""text"":""Altogether, this is the world's most powerful rocket, and it exceeds the legendary Saturn V of the Apollo era in numerous ways."",""frame_path"":""frames/vid_009/chunk_0020_a9f9a8b4f050.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.230769,0.375000,0.861797
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q044,vid_009,"The image shows a rocket launch sequence with various stages of the mission depicted. At approximately two minutes and eight minutes after ignition, the following events occur:

1. **Two Minutes After Ignition**: The rocket has just left the Earth's atmosphere and is transitioning into space. It is at this point that the rocket experiences a significant increase in speed as it escapes the gravitational pull of the planet. This stage is crucial for reaching orbit, which is necessary to conduct scientific experiments or establish a lunar base.

2. **Eight Minutes After Ignition**: The rocket has reached its intended orbit around the moon. At this point, the rocket's upper stage engines are reignited to perform a lunar landing mission. This involves maneuvering the spacecraft into a stable orbit around the moon and then descending to the lunar surface for scientific exploration or human-rated systems deployment.

The image does not provide specific details about what happens at these exact moments, but it is clear that the rocket's trajectory and engine performance are critical to the success of the mission. The timestamps provided in the chunks indicate that the rocket has just left Earth's atmosphere (two minutes) and is now in orbit around the moon (eight minutes).",At about two minutes the solid rocket boosters are released; at about eight minutes the depleted core stage separates and the upper stage places Orion into Earth parking orbit.,"[20,23,31,43,63]","[[80.0,85.0],[92.0,97.0],[124.0,129.0],[172.0,177.0],[252.0,257.0]]","[{""chunk_id"":20,""start"":80.0,""end"":85.0,""text"":""Altogether, this is the world's most powerful rocket, and it exceeds the legendary Saturn V of the Apollo era in numerous ways."",""frame_path"":""frames/vid_009/chunk_0020_a9f9a8b4f050.jpg""},{""chunk_id"":23,""start"":92.0,""end"":97.0,""text"":""Sitting on the launch pad, the entire rocket fully fueled was just over six million pounds, 5.2 million of which is just the fuel. Once ignited, there was no stopping what comes next."",""frame_path"":""frames/vid_009/chunk_0023_1937310b6047.jpg""},{""chunk_id"":31,""start"":124.0,""end"":129.0,""text"":""With a go for mission control, the crew reignite the exploration upper stage engines to leave Earth entirely."",""frame_path"":""frames/vid_009/chunk_0031_007f8f0aae82.jpg""},{""chunk_id"":43,""start"":172.0,""end"":177.0,""text"":""This includes rovers, science experiments, and human-rated systems on the surface."",""frame_path"":""frames/vid_009/chunk_0043_220c791423f6.jpg""},{""chunk_id"":63,""start"":252.0,""end"":257.0,""text"":""Launching from the surface of the moon and ascending all the way back to the orbiting Gateway."",""frame_path"":""frames/vid_009/chunk_0063_471af3ae96f3.jpg""}]",Ollama,llava:7b,5a24a6b8779d4ea1,0.000000,20260820,,0.090909,0.159664,0.838751
