experiment_id,run_id,config_id,video_id,chunk_id,start_seconds,end_seconds,duration_seconds,transcript,frame_path,text_vector_dimension,image_vector_dimension,asr_provider,asr_model,frame_cache_state
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,31,124.000000,129.000000,5.000000,"So 1, 2, 3, 4, 5. And then the direction that the arrow is pointed in specifies its direction.",frames/vid_001/chunk_0031_0976a20ed7a9.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,32,128.000000,133.000000,5.000000,"So 1, 2, 3, 4, 5. And then the direction that the arrow is pointed in specifies its direction.",frames/vid_001/chunk_0032_5cdaa58f0bb6.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,33,132.000000,137.000000,5.000000,And then the direction that the arrow is pointed in specifies its direction. So this right over here could represent visually this vector.,frames/vid_001/chunk_0033_c39dda389bd3.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,34,136.000000,141.000000,5.000000,So this right over here could represent visually this vector. If we say that the horizontal axis is say east or the positive horizontal direction is moving,frames/vid_001/chunk_0034_342f53e44d13.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,35,140.000000,145.000000,5.000000,"If we say that the horizontal axis is say east or the positive horizontal direction is moving in the east, this would be west, that would be north, and then that would be south.",frames/vid_001/chunk_0035_9f8cca63784d.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,36,144.000000,149.000000,5.000000,"If we say that the horizontal axis is say east or the positive horizontal direction is moving in the east, this would be west, that would be north, and then that would be south. Now what's interesting about vectors is that we only care about the magnitude and the direction.",frames/vid_001/chunk_0036_d6ee36c553cb.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,37,148.000000,153.000000,5.000000,"in the east, this would be west, that would be north, and then that would be south. Now what's interesting about vectors is that we only care about the magnitude and the direction. We don't necessarily care where we start, where we place it, when we think about it visually",frames/vid_001/chunk_0037_34391e7d72be.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,38,152.000000,157.000000,5.000000,"Now what's interesting about vectors is that we only care about the magnitude and the direction. We don't necessarily care where we start, where we place it, when we think about it visually",frames/vid_001/chunk_0038_5a6418e401ab.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,39,156.000000,161.000000,5.000000,"We don't necessarily care where we start, where we place it, when we think about it visually like this. So for example, this would be the exact same vector or equivalent vector to this.",frames/vid_001/chunk_0039_36d63a7f970f.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,40,160.000000,165.000000,5.000000,"So for example, this would be the exact same vector or equivalent vector to this. This vector has the same length, so it has the same magnitude, has a length of 5, and",frames/vid_001/chunk_0040_42b2bf3d5a90.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,41,164.000000,169.000000,5.000000,"So for example, this would be the exact same vector or equivalent vector to this. This vector has the same length, so it has the same magnitude, has a length of 5, and",frames/vid_001/chunk_0041_b32f14951ac8.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,42,168.000000,173.000000,5.000000,"This vector has the same length, so it has the same magnitude, has a length of 5, and its direction is also do east, so these two vectors are equivalent.",frames/vid_001/chunk_0042_ac1cb64db34d.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,43,172.000000,177.000000,5.000000,"its direction is also do east, so these two vectors are equivalent. Now one thing that you might say is well, that's fair enough, but how do we represent it",frames/vid_001/chunk_0043_94342b03e554.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,44,176.000000,181.000000,5.000000,"Now one thing that you might say is well, that's fair enough, but how do we represent it with a little bit more mathematical notation? So we don't have to draw it every time and we can start performing operations on it.",frames/vid_001/chunk_0044_6d55cb596718.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,45,180.000000,185.000000,5.000000,"So we don't have to draw it every time and we can start performing operations on it. Well the typical way, one, if you want a variable to represent a vector, is usually a lower",frames/vid_001/chunk_0045_a74e8f837ad2.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,46,184.000000,189.000000,5.000000,"Well the typical way, one, if you want a variable to represent a vector, is usually a lower case letter. If you're publishing a book, you can bold it, but when you're doing it in your notebook,",frames/vid_001/chunk_0046_4c5820019c9a.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,47,188.000000,193.000000,5.000000,"case letter. If you're publishing a book, you can bold it, but when you're doing it in your notebook, you would typically put a little arrow on top of it.",frames/vid_001/chunk_0047_8dfb369364c6.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,48,192.000000,197.000000,5.000000,"If you're publishing a book, you can bold it, but when you're doing it in your notebook, you would typically put a little arrow on top of it. And usually there's several ways that you could do it.",frames/vid_001/chunk_0048_c496bc0159be.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,49,196.000000,201.000000,5.000000,"And usually there's several ways that you could do it. You could literally say hey, 5 miles per hour east, but that doesn't feel like you can",frames/vid_001/chunk_0049_c3e1e3b513a6.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,50,200.000000,205.000000,5.000000,"You could literally say hey, 5 miles per hour east, but that doesn't feel like you can really operate on that easily. The typical way is to specify if you're in two dimensions, to specify two numbers that",frames/vid_001/chunk_0050_5218c4eb905f.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,51,204.000000,209.000000,5.000000,"The typical way is to specify if you're in two dimensions, to specify two numbers that tell you how much is this vector moving in each of these dimensions.",frames/vid_001/chunk_0051_be7aa9cc414e.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,52,208.000000,213.000000,5.000000,"The typical way is to specify if you're in two dimensions, to specify two numbers that tell you how much is this vector moving in each of these dimensions.",frames/vid_001/chunk_0052_b44344a13387.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,53,212.000000,217.000000,5.000000,"tell you how much is this vector moving in each of these dimensions. So for example, this one only moves in the horizontal dimension, and so we'll put our",frames/vid_001/chunk_0053_875a8de7c26b.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,54,216.000000,221.000000,5.000000,"So for example, this one only moves in the horizontal dimension, and so we'll put our horizontal dimension first, so you might call this vector 5,0.",frames/vid_001/chunk_0054_50c57207513a.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,55,220.000000,225.000000,5.000000,"horizontal dimension first, so you might call this vector 5,0. It's moving 5 positive 5 in the horizontal direction, and it's not moving at all in",frames/vid_001/chunk_0055_b1cac0ecb042.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,56,224.000000,229.000000,5.000000,"It's moving 5 positive 5 in the horizontal direction, and it's not moving at all in",frames/vid_001/chunk_0056_9cda83cdf903.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,57,228.000000,233.000000,5.000000,"It's moving 5 positive 5 in the horizontal direction, and it's not moving at all in the vertical direction. And the notation might change, you might also see notation in actually in the linear algebra",frames/vid_001/chunk_0057_1ff3017c82b5.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,58,232.000000,237.000000,5.000000,"And the notation might change, you might also see notation in actually in the linear algebra context. It's more typical to write it as a column vector like this, 5,0.",frames/vid_001/chunk_0058_14cd12974dee.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,59,236.000000,241.000000,5.000000,"context. It's more typical to write it as a column vector like this, 5,0.",frames/vid_001/chunk_0059_104b96694729.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,60,240.000000,245.000000,5.000000,"It's more typical to write it as a column vector like this, 5,0. This once again, the first coordinate represents how much we're moving in the horizontal direction,",frames/vid_001/chunk_0060_ce543cb2a72b.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,61,244.000000,249.000000,5.000000,"This once again, the first coordinate represents how much we're moving in the horizontal direction, and the second coordinate represents how much are we moving in the vertical direction.",frames/vid_001/chunk_0061_eb3aa0fc1728.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,62,248.000000,253.000000,5.000000,and the second coordinate represents how much are we moving in the vertical direction.,frames/vid_001/chunk_0062_21b1d92cdf38.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,63,252.000000,257.000000,5.000000,and the second coordinate represents how much are we moving in the vertical direction. Now this one isn't that interesting. You could have other vectors.,frames/vid_001/chunk_0063_8b33d62558c6.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,64,256.000000,261.000000,5.000000,"Now this one isn't that interesting. You could have other vectors. You could have a vector that looks like this. It's moving three in the horizontal direction, and positive four, so one, two, three, four,",frames/vid_001/chunk_0064_b9e0392fb5bc.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,65,260.000000,265.000000,5.000000,"It's moving three in the horizontal direction, and positive four, so one, two, three, four,",frames/vid_001/chunk_0065_cdcb6423e8f9.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,66,264.000000,269.000000,5.000000,"It's moving three in the horizontal direction, and positive four, so one, two, three, four,",frames/vid_001/chunk_0066_b16337aae6e1.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,67,268.000000,273.000000,5.000000,"It's moving three in the horizontal direction, and positive four, so one, two, three, four, in the vertical direction. So let me see. It might look something like this.",frames/vid_001/chunk_0067_52d1988313a5.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,68,272.000000,277.000000,5.000000,It might look something like this. So this could be another vector right over here.,frames/vid_001/chunk_0068_f103e56bb2ec.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,69,276.000000,281.000000,5.000000,It might look something like this. So this could be another vector right over here. Maybe we call this vector a.,frames/vid_001/chunk_0069_1df8f8d0bf1d.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,70,280.000000,285.000000,5.000000,"Maybe we call this vector a. And once again, I want to specify that it is a vector, and you see here that if you",frames/vid_001/chunk_0070_56264a80e548.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,71,284.000000,289.000000,5.000000,"And once again, I want to specify that it is a vector, and you see here that if you were to break it down in the horizontal direction, it is moving three, or it's shifting three",frames/vid_001/chunk_0071_9aaea3678048.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,72,288.000000,293.000000,5.000000,"were to break it down in the horizontal direction, it is moving three, or it's shifting three",frames/vid_001/chunk_0072_1145249705a9.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,73,292.000000,297.000000,5.000000,"were to break it down in the horizontal direction, it is moving three, or it's shifting three",frames/vid_001/chunk_0073_22edd9f3a222.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,74,296.000000,301.000000,5.000000,"were to break it down in the horizontal direction, it is moving three, or it's shifting three in the horizontal direction, and it's shifting four, positive four, in the vertical direction.",frames/vid_001/chunk_0074_313bdd7f8777.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,75,300.000000,305.000000,5.000000,"in the horizontal direction, and it's shifting four, positive four, in the vertical direction. So, and we get that by literally thinking about how much we're moving up, and how much we're",frames/vid_001/chunk_0075_f6c307c258e9.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,76,304.000000,309.000000,5.000000,"So, and we get that by literally thinking about how much we're moving up, and how much we're moving to the right when we start at the end of the arrow and go to the front of it.",frames/vid_001/chunk_0076_7f10b209c923.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,77,308.000000,313.000000,5.000000,"moving to the right when we start at the end of the arrow and go to the front of it. So this vector might be specified as three, three, four, three, four.",frames/vid_001/chunk_0077_317eab1d8608.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,78,312.000000,317.000000,5.000000,"moving to the right when we start at the end of the arrow and go to the front of it. So this vector might be specified as three, three, four, three, four.",frames/vid_001/chunk_0078_b5dbe170f00e.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,79,316.000000,321.000000,5.000000,"So this vector might be specified as three, three, four, three, four.",frames/vid_001/chunk_0079_d3cd7357d128.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,80,320.000000,325.000000,5.000000,"So this vector might be specified as three, three, four, three, four. And you could use a Pythagorean theorem to figure out the actual length of this vector,",frames/vid_001/chunk_0080_34658be92309.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,81,324.000000,329.000000,5.000000,"And you could use a Pythagorean theorem to figure out the actual length of this vector, and you'll see, because this is a three, four, five triangle, that this actually has a magnitude of five.",frames/vid_001/chunk_0081_f22196d0bb73.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,82,328.000000,333.000000,5.000000,"and you'll see, because this is a three, four, five triangle, that this actually has a magnitude of five. And as we study more and more linear algebra, we're going to start extending these to multiple",frames/vid_001/chunk_0082_82ca55fae800.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,83,332.000000,337.000000,5.000000,"And as we study more and more linear algebra, we're going to start extending these to multiple dimensions. Obviously, we can visualize up to three dimensions, and four dimensions becomes more abstract,",frames/vid_001/chunk_0083_e6de8357ef1c.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,84,336.000000,341.000000,5.000000,"dimensions. Obviously, we can visualize up to three dimensions, and four dimensions becomes more abstract,",frames/vid_001/chunk_0084_e378b9ca3eb8.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,85,340.000000,345.000000,5.000000,"Obviously, we can visualize up to three dimensions, and four dimensions becomes more abstract, and that's why this type of a notation is useful, because it's very hard to draw four, five, or 20 dimensional arrow like this.",frames/vid_001/chunk_0085_f7c572329c09.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_001,86,344.000000,348.786900,4.786900,"and that's why this type of a notation is useful, because it's very hard to draw four, five, or 20 dimensional arrow like this.",frames/vid_001/chunk_0086_6344b41848b1.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_002,0,0.000000,5.000000,5.000000,So here I've got a picture of an average person. They're a little more than five feet tall.,frames/vid_002/chunk_0000_ef26414c3b08.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_002,1,4.000000,9.000000,5.000000,"They're a little more than five feet tall. And so if we were to convert that into, say, meters,",frames/vid_002/chunk_0001_1738d5358aea.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_002,2,8.000000,13.000000,5.000000,"And so if we were to convert that into, say, meters, the average person is a little less than about two meters tall.",frames/vid_002/chunk_0002_52eb5c6e3dd4.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_002,3,12.000000,17.000000,5.000000,the average person is a little less than about two meters tall. Now a person is the largest unit of life we consider.,frames/vid_002/chunk_0003_490de7a07adf.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_002,4,16.000000,21.000000,5.000000,"Now a person is the largest unit of life we consider. When we talk about the smallest unit of life, we're talking about a cell that relatively looks like that.",frames/vid_002/chunk_0004_e28a9608d348.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_002,5,20.000000,25.000000,5.000000,"we're talking about a cell that relatively looks like that. And while human beings about two meters tall,",frames/vid_002/chunk_0005_813c240d9037.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_002,6,24.000000,29.000000,5.000000,"And while human beings about two meters tall, a cell has a diameter of about 100 micro meters,",frames/vid_002/chunk_0006_a3cbc6c5c6c6.jpg,512,512,WhisperLocalASR,base,warm
paper_pilot_cuda_final_v3,run_01,full_rrf_chrono,vid_002,7,28.000000,33.000000,5.000000,"a cell has a diameter of about 100 micro meters, 100 micro meters, which to put into perspective,",frames/vid_002/chunk_0007_ab964aec3f11.jpg,512,512,WhisperLocalASR,base,warm
